GISJOIN,YEAR,GEOID,GEOCODE,STATE,COUNTY,COUNTYA,TRACTA,U7I001,U7I002,U7I003,UrbanThreshold,RuralThreshold
G5500590002903,2020,1400000US55059002903,55059002903,Wisconsin,Kenosha County,59,2903,3197,2617,580,81.85799187,18.14200813
G5500590002904,2020,1400000US55059002904,55059002904,Wisconsin,Kenosha County,59,2904,5300,3717,1583,70.13207547,29.86792453
G5500590002905,2020,1400000US55059002905,55059002905,Wisconsin,Kenosha County,59,2905,3776,696,3080,18.43220339,81.56779661
G5500590002906,2020,1400000US55059002906,55059002906,Wisconsin,Kenosha County,59,2906,5247,4014,1233,76.50085763,23.49914237
G5500590003001,2020,1400000US55059003001,55059003001,Wisconsin,Kenosha County,59,3001,4541,3814,727,83.9903105,16.0096895
G5500590003002,2020,1400000US55059003002,55059003002,Wisconsin,Kenosha County,59,3002,5058,3962,1096,78.33135627,21.66864373
G5500590990000,2020,1400000US55059990000,55059990000,Wisconsin,Kenosha County,59,990000,0,0,0,,
G5500610960100,2020,1400000US55061960100,55061960100,Wisconsin,Kewaunee County,61,960100,3227,0,3227,0,100
G5500610960200,2020,1400000US55061960200,55061960200,Wisconsin,Kewaunee County,61,960200,2506,0,2506,0,100
G5500610960401,2020,1400000US55061960401,55061960401,Wisconsin,Kewaunee County,61,960401,5116,0,5116,0,100
G5500610960402,2020,1400000US55061960402,55061960402,Wisconsin,Kewaunee County,61,960402,3785,0,3785,0,100
G5500610960500,2020,1400000US55061960500,55061960500,Wisconsin,Kewaunee County,61,960500,5929,0,5929,0,100
G5500610990000,2020,1400000US55061990000,55061990000,Wisconsin,Kewaunee County,61,990000,0,0,0,,
G5500630000100,2020,1400000US55063000100,55063000100,Wisconsin,La Crosse County,63,100,4715,4715,0,100,0
G5500630000200,2020,1400000US55063000200,55063000200,Wisconsin,La Crosse County,63,200,4997,4997,0,100,0
G5500630000300,2020,1400000US55063000300,55063000300,Wisconsin,La Crosse County,63,300,2495,2495,0,100,0
G5500630000401,2020,1400000US55063000401,55063000401,Wisconsin,La Crosse County,63,401,2498,2498,0,100,0
G5500630000402,2020,1400000US55063000402,55063000402,Wisconsin,La Crosse County,63,402,3135,3135,0,100,0
G5500630000500,2020,1400000US55063000500,55063000500,Wisconsin,La Crosse County,63,500,5272,5272,0,100,0
G5500630000600,2020,1400000US55063000600,55063000600,Wisconsin,La Crosse County,63,600,2125,2037,88,95.85882353,4.141176471
G5500630000700,2020,1400000US55063000700,55063000700,Wisconsin,La Crosse County,63,700,4453,3776,677,84.79676623,15.20323377
G5500630000800,2020,1400000US55063000800,55063000800,Wisconsin,La Crosse County,63,800,3013,3013,0,100,0
G5500630000900,2020,1400000US55063000900,55063000900,Wisconsin,La Crosse County,63,900,3870,3829,41,98.94056848,1.059431525
G5500630001000,2020,1400000US55063001000,55063001000,Wisconsin,La Crosse County,63,1000,3661,3661,0,100,0
G5500630001101,2020,1400000US55063001101,55063001101,Wisconsin,La Crosse County,63,1101,2155,2155,0,100,0
G5500630001102,2020,1400000US55063001102,55063001102,Wisconsin,La Crosse County,63,1102,4064,4064,0,100,0
G5500630001200,2020,1400000US55063001200,55063001200,Wisconsin,La Crosse County,63,1200,4207,4207,0,100,0
G5500630010101,2020,1400000US55063010101,55063010101,Wisconsin,La Crosse County,63,10101,5766,331,5435,5.74054804,94.25945196
G5500630010102,2020,1400000US55063010102,55063010102,Wisconsin,La Crosse County,63,10102,5112,4827,285,94.42488263,5.575117371
G5500630010202,2020,1400000US55063010202,55063010202,Wisconsin,La Crosse County,63,10202,8261,6942,1319,84.03341,15.96659
G5500630010203,2020,1400000US55063010203,55063010203,Wisconsin,La Crosse County,63,10203,1961,1095,866,55.83885773,44.16114227
G5500630010204,2020,1400000US55063010204,55063010204,Wisconsin,La Crosse County,63,10204,5235,5231,4,99.92359121,0.076408787
G5500630010205,2020,1400000US55063010205,55063010205,Wisconsin,La Crosse County,63,10205,5387,1873,3514,34.76888806,65.23111194
G5500630010300,2020,1400000US55063010300,55063010300,Wisconsin,La Crosse County,63,10300,4462,4462,0,100,0
G5500630010401,2020,1400000US55063010401,55063010401,Wisconsin,La Crosse County,63,10401,5712,4354,1358,76.2254902,23.7745098
G5500630010403,2020,1400000US55063010403,55063010403,Wisconsin,La Crosse County,63,10403,5757,5757,0,100,0
G5500630010404,2020,1400000US55063010404,55063010404,Wisconsin,La Crosse County,63,10404,3927,3896,31,99.21059333,0.789406672
G5500630010500,2020,1400000US55063010500,55063010500,Wisconsin,La Crosse County,63,10500,5733,5733,0,100,0
G5500630010600,2020,1400000US55063010600,55063010600,Wisconsin,La Crosse County,63,10600,3756,834,2922,22.20447284,77.79552716
G5500630010700,2020,1400000US55063010700,55063010700,Wisconsin,La Crosse County,63,10700,5744,3667,2077,63.84052925,36.15947075
G5500630010800,2020,1400000US55063010800,55063010800,Wisconsin,La Crosse County,63,10800,3311,55,3256,1.661129568,98.33887043
G5500650970100,2020,1400000US55065970100,55065970100,Wisconsin,Lafayette County,65,970100,2954,0,2954,0,100
G5500650970200,2020,1400000US55065970200,55065970200,Wisconsin,Lafayette County,65,970200,3970,0,3970,0,100
G5500650970300,2020,1400000US55065970300,55065970300,Wisconsin,Lafayette County,65,970300,3426,0,3426,0,100
G5500650970400,2020,1400000US55065970400,55065970400,Wisconsin,Lafayette County,65,970400,3050,0,3050,0,100
G5500650970500,2020,1400000US55065970500,55065970500,Wisconsin,Lafayette County,65,970500,3211,0,3211,0,100
G5500670960101,2020,1400000US55067960101,55067960101,Wisconsin,Langlade County,67,960101,1163,0,1163,0,100
G5500670960102,2020,1400000US55067960102,55067960102,Wisconsin,Langlade County,67,960102,1499,0,1499,0,100
G5500670960300,2020,1400000US55067960300,55067960300,Wisconsin,Langlade County,67,960300,2466,4,2462,0.162206002,99.837794
G5500670960400,2020,1400000US55067960400,55067960400,Wisconsin,Langlade County,67,960400,3864,67,3797,1.733954451,98.26604555
G5500670960500,2020,1400000US55067960500,55067960500,Wisconsin,Langlade County,67,960500,1821,0,1821,0,100
G5500670960600,2020,1400000US55067960600,55067960600,Wisconsin,Langlade County,67,960600,4450,4261,189,95.75280899,4.247191011
G5500670960700,2020,1400000US55067960700,55067960700,Wisconsin,Langlade County,67,960700,4228,3739,489,88.43424787,11.56575213
G5500690960100,2020,1400000US55069960100,55069960100,Wisconsin,Lincoln County,69,960100,2283,0,2283,0,100
G5500690960200,2020,1400000US55069960200,55069960200,Wisconsin,Lincoln County,69,960200,2634,0,2634,0,100
G5500690960300,2020,1400000US55069960300,55069960300,Wisconsin,Lincoln County,69,960300,1851,0,1851,0,100
G5500690960400,2020,1400000US55069960400,55069960400,Wisconsin,Lincoln County,69,960400,1883,0,1883,0,100
G5500690960500,2020,1400000US55069960500,55069960500,Wisconsin,Lincoln County,69,960500,1914,0,1914,0,100
G5500690960600,2020,1400000US55069960600,55069960600,Wisconsin,Lincoln County,69,960600,4438,249,4189,5.610635421,94.38936458
G5500690960700,2020,1400000US55069960700,55069960700,Wisconsin,Lincoln County,69,960700,3845,266,3579,6.918075423,93.08192458
G5500690960800,2020,1400000US55069960800,55069960800,Wisconsin,Lincoln County,69,960800,3468,3334,134,96.1361015,3.863898501
G5500690960900,2020,1400000US55069960900,55069960900,Wisconsin,Lincoln County,69,960900,2637,2637,0,100,0
G5500690961000,2020,1400000US55069961000,55069961000,Wisconsin,Lincoln County,69,961000,3462,3033,429,87.60831889,12.39168111
G5500710000100,2020,1400000US55071000100,55071000100,Wisconsin,Manitowoc County,71,100,5731,5502,229,96.00418775,3.995812249
G5500710000200,2020,1400000US55071000200,55071000200,Wisconsin,Manitowoc County,71,200,2432,2391,41,98.31414474,1.685855263
G5500710000300,2020,1400000US55071000300,55071000300,Wisconsin,Manitowoc County,71,300,5649,5141,508,91.00725792,8.992742078
G5500710000400,2020,1400000US55071000400,55071000400,Wisconsin,Manitowoc County,71,400,4194,4194,0,100,0
G5500710000500,2020,1400000US55071000500,55071000500,Wisconsin,Manitowoc County,71,500,2731,2731,0,100,0
G5500710000600,2020,1400000US55071000600,55071000600,Wisconsin,Manitowoc County,71,600,5459,5161,298,94.54112475,5.458875252
G5500710000700,2020,1400000US55071000700,55071000700,Wisconsin,Manitowoc County,71,700,6037,5817,220,96.35580586,3.644194136
G5500710000800,2020,1400000US55071000800,55071000800,Wisconsin,Manitowoc County,71,800,4145,4070,75,98.19059107,1.809408926
G5500710005100,2020,1400000US55071005100,55071005100,Wisconsin,Manitowoc County,71,5100,2231,2167,64,97.13133124,2.868668758
G5500710005200,2020,1400000US55071005200,55071005200,Wisconsin,Manitowoc County,71,5200,4477,4262,215,95.19767702,4.802322984
G5500710005300,2020,1400000US55071005300,55071005300,Wisconsin,Manitowoc County,71,5300,2006,2006,0,100,0
G5500710005400,2020,1400000US55071005400,55071005400,Wisconsin,Manitowoc County,71,5400,2971,2846,125,95.7926624,4.207337597
G5500710010100,2020,1400000US55071010100,55071010100,Wisconsin,Manitowoc County,71,10100,4405,15,4390,0.340522134,99.65947787
G5500710010200,2020,1400000US55071010200,55071010200,Wisconsin,Manitowoc County,71,10200,5721,0,5721,0,100
G5500710010300,2020,1400000US55071010300,55071010300,Wisconsin,Manitowoc County,71,10300,4378,0,4378,0,100
G5500710010400,2020,1400000US55071010400,55071010400,Wisconsin,Manitowoc County,71,10400,6083,0,6083,0,100
G5500710010500,2020,1400000US55071010500,55071010500,Wisconsin,Manitowoc County,71,10500,3562,255,3307,7.158899495,92.84110051
G5500710010600,2020,1400000US55071010600,55071010600,Wisconsin,Manitowoc County,71,10600,5056,0,5056,0,100
G5500710010700,2020,1400000US55071010700,55071010700,Wisconsin,Manitowoc County,71,10700,4091,0,4091,0,100
G5500710990000,2020,1400000US55071990000,55071990000,Wisconsin,Manitowoc County,71,990000,0,0,0,,
G5500730000100,2020,1400000US55073000100,55073000100,Wisconsin,Marathon County,73,100,3118,3118,0,100,0
G5500730000200,2020,1400000US55073000200,55073000200,Wisconsin,Marathon County,73,200,2766,2699,67,97.57772957,2.422270427
G5500730000300,2020,1400000US55073000300,55073000300,Wisconsin,Marathon County,73,300,5198,4982,216,95.8445556,4.155444402
G5500730000400,2020,1400000US55073000400,55073000400,Wisconsin,Marathon County,73,400,6219,6124,95,98.47242322,1.527576781
G5500730000500,2020,1400000US55073000500,55073000500,Wisconsin,Marathon County,73,500,2992,2992,0,100,0
G5500730000601,2020,1400000US55073000601,55073000601,Wisconsin,Marathon County,73,601,1925,1925,0,100,0
G5500730000602,2020,1400000US55073000602,55073000602,Wisconsin,Marathon County,73,602,3795,3795,0,100,0
G5500730000700,2020,1400000US55073000700,55073000700,Wisconsin,Marathon County,73,700,5771,5375,396,93.13810431,6.861895685
G5500730000800,2020,1400000US55073000800,55073000800,Wisconsin,Marathon County,73,800,3557,3557,0,100,0
G5500730000900,2020,1400000US55073000900,55073000900,Wisconsin,Marathon County,73,900,2189,2189,0,100,0
G5500730001000,2020,1400000US55073001000,55073001000,Wisconsin,Marathon County,73,1000,3673,3554,119,96.76014157,3.239858426
G5500730001103,2020,1400000US55073001103,55073001103,Wisconsin,Marathon County,73,1103,5313,5189,124,97.66610201,2.333897986
G5500730001104,2020,1400000US55073001104,55073001104,Wisconsin,Marathon County,73,1104,6112,6097,15,99.75458115,0.245418848
G5500730001105,2020,1400000US55073001105,55073001105,Wisconsin,Marathon County,73,1105,2487,175,2312,7.036590269,92.96340973
G5500730001106,2020,1400000US55073001106,55073001106,Wisconsin,Marathon County,73,1106,6358,5216,1142,82.03837685,17.96162315
G5500730001202,2020,1400000US55073001202,55073001202,Wisconsin,Marathon County,73,1202,5622,3452,2170,61.40163643,38.59836357
G5500730001203,2020,1400000US55073001203,55073001203,Wisconsin,Marathon County,73,1203,5244,5069,175,96.66285278,3.337147216
G5500730001204,2020,1400000US55073001204,55073001204,Wisconsin,Marathon County,73,1204,4215,2214,2001,52.52669039,47.47330961
G5500730001300,2020,1400000US55073001300,55073001300,Wisconsin,Marathon County,73,1300,7302,4552,2750,62.33908518,37.66091482
G5500730001401,2020,1400000US55073001401,55073001401,Wisconsin,Marathon County,73,1401,3702,2828,874,76.39113992,23.60886008
G5500730001402,2020,1400000US55073001402,55073001402,Wisconsin,Marathon County,73,1402,3565,2116,1449,59.35483871,40.64516129
G5500730001500,2020,1400000US55073001500,55073001500,Wisconsin,Marathon County,73,1500,4281,211,4070,4.928754964,95.07124504
G5500730001600,2020,1400000US55073001600,55073001600,Wisconsin,Marathon County,73,1600,6194,0,6194,0,100
G5500730001700,2020,1400000US55073001700,55073001700,Wisconsin,Marathon County,73,1700,3593,0,3593,0,100
G5500730001800,2020,1400000US55073001800,55073001800,Wisconsin,Marathon County,73,1800,5565,0,5565,0,100
G5500730001900,2020,1400000US55073001900,55073001900,Wisconsin,Marathon County,73,1900,5963,0,5963,0,100
G5500730002000,2020,1400000US55073002000,55073002000,Wisconsin,Marathon County,73,2000,3836,0,3836,0,100
G5500730002101,2020,1400000US55073002101,55073002101,Wisconsin,Marathon County,73,2101,4349,129,4220,2.966199126,97.03380087
G5500730002102,2020,1400000US55073002102,55073002102,Wisconsin,Marathon County,73,2102,2792,573,2219,20.52292264,79.47707736
G5500730002200,2020,1400000US55073002200,55073002200,Wisconsin,Marathon County,73,2200,3540,0,3540,0,100
G5500730002301,2020,1400000US55073002301,55073002301,Wisconsin,Marathon County,73,2301,3328,0,3328,0,100
G5500730002302,2020,1400000US55073002302,55073002302,Wisconsin,Marathon County,73,2302,3449,0,3449,0,100
G5500750960100,2020,1400000US55075960100,55075960100,Wisconsin,Marinette County,75,960100,3008,1535,1473,51.03058511,48.96941489
G5500750960200,2020,1400000US55075960200,55075960200,Wisconsin,Marinette County,75,960200,3796,0,3796,0,100
G5500750960600,2020,1400000US55075960600,55075960600,Wisconsin,Marinette County,75,960600,2462,0,2462,0,100
G5500750960700,2020,1400000US55075960700,55075960700,Wisconsin,Marinette County,75,960700,3301,0,3301,0,100
G5500750960800,2020,1400000US55075960800,55075960800,Wisconsin,Marinette County,75,960800,2813,0,2813,0,100
G5500750960900,2020,1400000US55075960900,55075960900,Wisconsin,Marinette County,75,960900,2661,0,2661,0,100
G5500750961000,2020,1400000US55075961000,55075961000,Wisconsin,Marinette County,75,961000,4027,0,4027,0,100
G5500750961100,2020,1400000US55075961100,55075961100,Wisconsin,Marinette County,75,961100,5348,3512,1836,65.66940912,34.33059088
G5500750961200,2020,1400000US55075961200,55075961200,Wisconsin,Marinette County,75,961200,2733,164,2569,6.000731797,93.9992682
G5500750961300,2020,1400000US55075961300,55075961300,Wisconsin,Marinette County,75,961300,3093,2867,226,92.69317814,7.306821856
G5500750961400,2020,1400000US55075961400,55075961400,Wisconsin,Marinette County,75,961400,4839,4561,278,94.25501137,5.744988634
G5500750961500,2020,1400000US55075961500,55075961500,Wisconsin,Marinette County,75,961500,3791,3791,0,100,0
G5500750990000,2020,1400000US55075990000,55075990000,Wisconsin,Marinette County,75,990000,0,0,0,,
G5500770960100,2020,1400000US55077960100,55077960100,Wisconsin,Marquette County,77,960100,2762,0,2762,0,100
G5500770960200,2020,1400000US55077960200,55077960200,Wisconsin,Marquette County,77,960200,2544,0,2544,0,100
G5500770960300,2020,1400000US55077960300,55077960300,Wisconsin,Marquette County,77,960300,4069,0,4069,0,100
G5500770960400,2020,1400000US55077960400,55077960400,Wisconsin,Marquette County,77,960400,2631,0,2631,0,100
G5500770960500,2020,1400000US55077960500,55077960500,Wisconsin,Marquette County,77,960500,3586,0,3586,0,100
G5500780940101,2020,1400000US55078940101,55078940101,Wisconsin,Menominee County,78,940101,1351,0,1351,0,100
G5500780940103,2020,1400000US55078940103,55078940103,Wisconsin,Menominee County,78,940103,1342,0,1342,0,100
G5500780940104,2020,1400000US55078940104,55078940104,Wisconsin,Menominee County,78,940104,1562,0,1562,0,100
G5500790000101,2020,1400000US55079000101,55079000101,Wisconsin,Milwaukee County,79,101,4535,4535,0,100,0
G5500790000102,2020,1400000US55079000102,55079000102,Wisconsin,Milwaukee County,79,102,3711,3711,0,100,0
G5500790000201,2020,1400000US55079000201,55079000201,Wisconsin,Milwaukee County,79,201,5272,5272,0,100,0
G5500790000202,2020,1400000US55079000202,55079000202,Wisconsin,Milwaukee County,79,202,6109,6109,0,100,0
G5500790000301,2020,1400000US55079000301,55079000301,Wisconsin,Milwaukee County,79,301,1377,1377,0,100,0
G5500790000302,2020,1400000US55079000302,55079000302,Wisconsin,Milwaukee County,79,302,2874,2874,0,100,0
G5500790000303,2020,1400000US55079000303,55079000303,Wisconsin,Milwaukee County,79,303,1820,1820,0,100,0
G5500790000304,2020,1400000US55079000304,55079000304,Wisconsin,Milwaukee County,79,304,3435,3435,0,100,0
G5500790000400,2020,1400000US55079000400,55079000400,Wisconsin,Milwaukee County,79,400,2555,2555,0,100,0
G5500790000501,2020,1400000US55079000501,55079000501,Wisconsin,Milwaukee County,79,501,3343,3343,0,100,0
G5500790000502,2020,1400000US55079000502,55079000502,Wisconsin,Milwaukee County,79,502,4296,4296,0,100,0
G5500790000600,2020,1400000US55079000600,55079000600,Wisconsin,Milwaukee County,79,600,6158,6158,0,100,0
G5500790000700,2020,1400000US55079000700,55079000700,Wisconsin,Milwaukee County,79,700,3572,3572,0,100,0
G5500790000800,2020,1400000US55079000800,55079000800,Wisconsin,Milwaukee County,79,800,4906,4906,0,100,0
G5500790000900,2020,1400000US55079000900,55079000900,Wisconsin,Milwaukee County,79,900,3534,3534,0,100,0
G5500790001000,2020,1400000US55079001000,55079001000,Wisconsin,Milwaukee County,79,1000,3336,3336,0,100,0
G5500790001100,2020,1400000US55079001100,55079001100,Wisconsin,Milwaukee County,79,1100,2648,2648,0,100,0
G5500790001200,2020,1400000US55079001200,55079001200,Wisconsin,Milwaukee County,79,1200,2888,2888,0,100,0
G5500790001300,2020,1400000US55079001300,55079001300,Wisconsin,Milwaukee County,79,1300,3684,3684,0,100,0
G5500790001400,2020,1400000US55079001400,55079001400,Wisconsin,Milwaukee County,79,1400,2280,2280,0,100,0
G5500790001500,2020,1400000US55079001500,55079001500,Wisconsin,Milwaukee County,79,1500,3176,3176,0,100,0
G5500790001600,2020,1400000US55079001600,55079001600,Wisconsin,Milwaukee County,79,1600,2786,2786,0,100,0
G5500790001700,2020,1400000US55079001700,55079001700,Wisconsin,Milwaukee County,79,1700,4399,4399,0,100,0
G5500790001800,2020,1400000US55079001800,55079001800,Wisconsin,Milwaukee County,79,1800,2256,2256,0,100,0
G5500790001900,2020,1400000US55079001900,55079001900,Wisconsin,Milwaukee County,79,1900,3260,3260,0,100,0
G5500790002000,2020,1400000US55079002000,55079002000,Wisconsin,Milwaukee County,79,2000,2319,2319,0,100,0
G5500790002100,2020,1400000US55079002100,55079002100,Wisconsin,Milwaukee County,79,2100,2228,2228,0,100,0
G5500790002200,2020,1400000US55079002200,55079002200,Wisconsin,Milwaukee County,79,2200,1802,1802,0,100,0
G5500790002300,2020,1400000US55079002300,55079002300,Wisconsin,Milwaukee County,79,2300,3919,3919,0,100,0
G5500790002400,2020,1400000US55079002400,55079002400,Wisconsin,Milwaukee County,79,2400,2150,2150,0,100,0
G5500790002500,2020,1400000US55079002500,55079002500,Wisconsin,Milwaukee County,79,2500,2041,2041,0,100,0
G5500790002600,2020,1400000US55079002600,55079002600,Wisconsin,Milwaukee County,79,2600,2659,2659,0,100,0
G5500790002700,2020,1400000US55079002700,55079002700,Wisconsin,Milwaukee County,79,2700,1984,1984,0,100,0
G5500790002800,2020,1400000US55079002800,55079002800,Wisconsin,Milwaukee County,79,2800,2121,2121,0,100,0
G5500790002900,2020,1400000US55079002900,55079002900,Wisconsin,Milwaukee County,79,2900,2146,2146,0,100,0
G5500790003000,2020,1400000US55079003000,55079003000,Wisconsin,Milwaukee County,79,3000,3712,3712,0,100,0
G5500790003100,2020,1400000US55079003100,55079003100,Wisconsin,Milwaukee County,79,3100,3415,3415,0,100,0
G5500790003200,2020,1400000US55079003200,55079003200,Wisconsin,Milwaukee County,79,3200,2662,2662,0,100,0
G5500790003300,2020,1400000US55079003300,55079003300,Wisconsin,Milwaukee County,79,3300,5117,5117,0,100,0
G5500790003400,2020,1400000US55079003400,55079003400,Wisconsin,Milwaukee County,79,3400,5745,5745,0,100,0
G5500790003500,2020,1400000US55079003500,55079003500,Wisconsin,Milwaukee County,79,3500,3213,3213,0,100,0
G5500790003600,2020,1400000US55079003600,55079003600,Wisconsin,Milwaukee County,79,3600,1697,1697,0,100,0
G5500790003700,2020,1400000US55079003700,55079003700,Wisconsin,Milwaukee County,79,3700,2305,2305,0,100,0
G5500790003800,2020,1400000US55079003800,55079003800,Wisconsin,Milwaukee County,79,3800,2060,2060,0,100,0
G5500790003900,2020,1400000US55079003900,55079003900,Wisconsin,Milwaukee County,79,3900,2587,2587,0,100,0
G5500790004000,2020,1400000US55079004000,55079004000,Wisconsin,Milwaukee County,79,4000,2475,2475,0,100,0
G5500790004100,2020,1400000US55079004100,55079004100,Wisconsin,Milwaukee County,79,4100,2493,2493,0,100,0
G5500790004200,2020,1400000US55079004200,55079004200,Wisconsin,Milwaukee County,79,4200,2689,2689,0,100,0
G5500790004300,2020,1400000US55079004300,55079004300,Wisconsin,Milwaukee County,79,4300,4931,4931,0,100,0
G5500790004400,2020,1400000US55079004400,55079004400,Wisconsin,Milwaukee County,79,4400,2682,2682,0,100,0
G5500790004500,2020,1400000US55079004500,55079004500,Wisconsin,Milwaukee County,79,4500,2179,2179,0,100,0
G5500790004600,2020,1400000US55079004600,55079004600,Wisconsin,Milwaukee County,79,4600,2683,2683,0,100,0
G5500790004700,2020,1400000US55079004700,55079004700,Wisconsin,Milwaukee County,79,4700,3599,3599,0,100,0
G5500790004800,2020,1400000US55079004800,55079004800,Wisconsin,Milwaukee County,79,4800,3525,3525,0,100,0
G5500790004900,2020,1400000US55079004900,55079004900,Wisconsin,Milwaukee County,79,4900,4256,4256,0,100,0
G5500790005000,2020,1400000US55079005000,55079005000,Wisconsin,Milwaukee County,79,5000,4591,4591,0,100,0
G5500790005100,2020,1400000US55079005100,55079005100,Wisconsin,Milwaukee County,79,5100,3369,3369,0,100,0
G5500790005200,2020,1400000US55079005200,55079005200,Wisconsin,Milwaukee County,79,5200,1660,1660,0,100,0
G5500790005300,2020,1400000US55079005300,55079005300,Wisconsin,Milwaukee County,79,5300,2022,2022,0,100,0
G5500790005400,2020,1400000US55079005400,55079005400,Wisconsin,Milwaukee County,79,5400,3660,3660,0,100,0
G5500790005500,2020,1400000US55079005500,55079005500,Wisconsin,Milwaukee County,79,5500,3333,3333,0,100,0
G5500790005600,2020,1400000US55079005600,55079005600,Wisconsin,Milwaukee County,79,5600,2065,2065,0,100,0
G5500790005700,2020,1400000US55079005700,55079005700,Wisconsin,Milwaukee County,79,5700,2393,2393,0,100,0
G5500790005800,2020,1400000US55079005800,55079005800,Wisconsin,Milwaukee County,79,5800,3358,3358,0,100,0
G5500790005900,2020,1400000US55079005900,55079005900,Wisconsin,Milwaukee County,79,5900,3408,3408,0,100,0
G5500790006000,2020,1400000US55079006000,55079006000,Wisconsin,Milwaukee County,79,6000,2428,2428,0,100,0
G5500790006100,2020,1400000US55079006100,55079006100,Wisconsin,Milwaukee County,79,6100,2216,2216,0,100,0
G5500790006200,2020,1400000US55079006200,55079006200,Wisconsin,Milwaukee County,79,6200,2339,2339,0,100,0
G5500790006300,2020,1400000US55079006300,55079006300,Wisconsin,Milwaukee County,79,6300,1910,1910,0,100,0
G5500790006400,2020,1400000US55079006400,55079006400,Wisconsin,Milwaukee County,79,6400,1962,1962,0,100,0
G5500790006500,2020,1400000US55079006500,55079006500,Wisconsin,Milwaukee County,79,6500,2068,2068,0,100,0
G5500790006600,2020,1400000US55079006600,55079006600,Wisconsin,Milwaukee County,79,6600,2292,2292,0,100,0
G5500790006700,2020,1400000US55079006700,55079006700,Wisconsin,Milwaukee County,79,6700,1094,1094,0,100,0
G5500790006800,2020,1400000US55079006800,55079006800,Wisconsin,Milwaukee County,79,6800,2164,2164,0,100,0
G5500790006900,2020,1400000US55079006900,55079006900,Wisconsin,Milwaukee County,79,6900,2147,2147,0,100,0
G5500790007000,2020,1400000US55079007000,55079007000,Wisconsin,Milwaukee County,79,7000,2507,2507,0,100,0
G5500790007100,2020,1400000US55079007100,55079007100,Wisconsin,Milwaukee County,79,7100,1838,1838,0,100,0
G5500790007200,2020,1400000US55079007200,55079007200,Wisconsin,Milwaukee County,79,7200,2727,2727,0,100,0
G5500790007300,2020,1400000US55079007300,55079007300,Wisconsin,Milwaukee County,79,7300,2949,2949,0,100,0
G5500790007400,2020,1400000US55079007400,55079007400,Wisconsin,Milwaukee County,79,7400,3512,3512,0,100,0
G5500790007500,2020,1400000US55079007500,55079007500,Wisconsin,Milwaukee County,79,7500,2669,2669,0,100,0
G5500790007600,2020,1400000US55079007600,55079007600,Wisconsin,Milwaukee County,79,7600,3304,3304,0,100,0
G5500790007700,2020,1400000US55079007700,55079007700,Wisconsin,Milwaukee County,79,7700,4035,4035,0,100,0
G5500790007800,2020,1400000US55079007800,55079007800,Wisconsin,Milwaukee County,79,7800,3475,3475,0,100,0
G5500790007900,2020,1400000US55079007900,55079007900,Wisconsin,Milwaukee County,79,7900,2212,2212,0,100,0
G5500790008000,2020,1400000US55079008000,55079008000,Wisconsin,Milwaukee County,79,8000,1792,1792,0,100,0
G5500790008100,2020,1400000US55079008100,55079008100,Wisconsin,Milwaukee County,79,8100,1238,1238,0,100,0
G5500790008400,2020,1400000US55079008400,55079008400,Wisconsin,Milwaukee County,79,8400,951,951,0,100,0
G5500790008500,2020,1400000US55079008500,55079008500,Wisconsin,Milwaukee County,79,8500,1159,1159,0,100,0
G5500790008600,2020,1400000US55079008600,55079008600,Wisconsin,Milwaukee County,79,8600,1131,1131,0,100,0
G5500790008700,2020,1400000US55079008700,55079008700,Wisconsin,Milwaukee County,79,8700,1174,1174,0,100,0
G5500790008800,2020,1400000US55079008800,55079008800,Wisconsin,Milwaukee County,79,8800,1826,1826,0,100,0
G5500790008900,2020,1400000US55079008900,55079008900,Wisconsin,Milwaukee County,79,8900,1271,1271,0,100,0
G5500790009000,2020,1400000US55079009000,55079009000,Wisconsin,Milwaukee County,79,9000,2396,2396,0,100,0
G5500790009100,2020,1400000US55079009100,55079009100,Wisconsin,Milwaukee County,79,9100,2218,2218,0,100,0
G5500790009200,2020,1400000US55079009200,55079009200,Wisconsin,Milwaukee County,79,9200,1638,1638,0,100,0
G5500790009300,2020,1400000US55079009300,55079009300,Wisconsin,Milwaukee County,79,9300,2368,2368,0,100,0
G5500790009400,2020,1400000US55079009400,55079009400,Wisconsin,Milwaukee County,79,9400,2421,2421,0,100,0
G5500790009500,2020,1400000US55079009500,55079009500,Wisconsin,Milwaukee County,79,9500,1995,1995,0,100,0
G5500790009600,2020,1400000US55079009600,55079009600,Wisconsin,Milwaukee County,79,9600,2187,2187,0,100,0
G5500790009700,2020,1400000US55079009700,55079009700,Wisconsin,Milwaukee County,79,9700,1785,1785,0,100,0
G5500790009800,2020,1400000US55079009800,55079009800,Wisconsin,Milwaukee County,79,9800,1575,1575,0,100,0
G5500790009900,2020,1400000US55079009900,55079009900,Wisconsin,Milwaukee County,79,9900,1162,1162,0,100,0
G5500790010600,2020,1400000US55079010600,55079010600,Wisconsin,Milwaukee County,79,10600,1114,1114,0,100,0
G5500790010700,2020,1400000US55079010700,55079010700,Wisconsin,Milwaukee County,79,10700,2341,2341,0,100,0
G5500790010800,2020,1400000US55079010800,55079010800,Wisconsin,Milwaukee County,79,10800,2660,2660,0,100,0
G5500790011000,2020,1400000US55079011000,55079011000,Wisconsin,Milwaukee County,79,11000,3418,3418,0,100,0
